Dir,Comments,Annotated,Nem,Image,Y,X,Mag,Family,Genus,Species,View,overall body length,distance of vulva from anterior ,% distance of vulva from anterior,stylet or spear length (stomatostyle or odontostyle),% distance from anterior to median bulb relative to length of esophagus,% distance of anterior phasmid from anterior of nematode in relation to body length,% distance of dorsal esophageal gland opening from stylet knobs in relation to stylet length,% distance of phasmid from anus in relation to length of tail,% distance of posterior phasmid from anterior of nematode in relation to body length,% length of anterior female gonad in relation to body length,% length of male gonad relative to body length,% length of posterior female gonad in relation to body length,(distance of dorsal esophageal gland opening from stylet knobs x 100)/(length of stylet),(distance of phasmid(when not erratic) from anus x 100)/( length of tail),body length / distance from anterior to base of esophageal glands,body length / distance from anterior to esophago-intestinal valve,body length / greatest body diameter,body length / tail length,capitulum length in µm,conus of stomatostyle/total stomatosyle length,distance from anterior end to excretory pore in µm,distance from base of stylet to median bulb valve/stylet length.,distance from vulva to anus,gubernaculurn length in µm,number of body annules between anterior and excretory pore,number of body annules between anus and tail tip,number of body annules between vulva and anus,number of body annules between vulva and tail tip,number of specimens on which measurements are based,portion of body from anus or cloaca to posterior terminus,SE/L (measured in same units) expressed as %).,spicule length in µm,stylet extension (odontophore) length in µm,stylet length / body diameter at base of stylet,stylet length/body length (measured in same units as %).,tail length / tail diameter at anus or cloaca,total number of body annules,Flickr URL
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0001,ogf-0001/Nem_0001\100x\1294.jpg,11.1,136.1,,Tylenchidae,,,,591.46,390.37,0.660010820681027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0001,ogf-0001/Nem_0001\100x\1295.jpg,11.1,136.1,,Tylenchidae,,,,591.46,390.37,0.660010820681027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0001,ogf-0001/Nem_0001\100x\1296.jpg,11.1,136.1,,Tylenchidae,,,,591.46,390.37,0.660010820681027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0001,ogf-0001/Nem_0001\100x\1297.jpg,11.1,136.1,,Tylenchidae,,,,591.46,390.37,0.660010820681027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0001,ogf-0001/Nem_0001\100x\1298.jpg,11.1,136.1,,Tylenchidae,,,,591.46,390.37,0.660010820681027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0001,ogf-0001/Nem_0001\100x\1299.jpg,11.1,136.1,,Tylenchidae,,,,591.46,390.37,0.660010820681027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\020x\1265.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\020x\1266.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\020x\ogf_0001_Nem_002_Gimp_Stitched_20x.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\040x\1273.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\040x\1274.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\040x\1275.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\040x\1276.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\040x\1277.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\040x\1278.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\040x\1279.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\040x\1280.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\100x\1300.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\100x\1301.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\100x\1302.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\100x\1303.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\100x\1304.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\100x\1305.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\100x\1306.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\100x\1307.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\100x\1308.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\100x\1309.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\100x\1310.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\100x\1312.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\100x\1313.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\100x\1314.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\100x\1315.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\100x\1316.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0002,ogf-0001/Nem_0002\100x\1317.jpg,11.6,135.9,,Plectidae,,,,652.27,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0003,ogf-0001/Nem_0003\020x\1267.jpg,14.1,141.0,,Plectidae,,,,553.03,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0003,ogf-0001/Nem_0003\020x\1268.jpg,14.1,141.0,,Plectidae,,,,553.03,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0003,ogf-0001/Nem_0003\020x\ogf_0001_Nem_003_Gimp_Stitched_20x.jpg,14.1,141.0,,Plectidae,,,,553.03,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0003,ogf-0001/Nem_0003\040x\1281.jpg,14.1,141.0,,Plectidae,,,,553.03,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0003,ogf-0001/Nem_0003\040x\1282.jpg,14.1,141.0,,Plectidae,,,,553.03,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0003,ogf-0001/Nem_0003\040x\1283.jpg,14.1,141.0,,Plectidae,,,,553.03,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0003,ogf-0001/Nem_0003\040x\1284.jpg,14.1,141.0,,Plectidae,,,,553.03,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0003,ogf-0001/Nem_0003\040x\1285.jpg,14.1,141.0,,Plectidae,,,,553.03,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0003,ogf-0001/Nem_0003\040x\1286.jpg,14.1,141.0,,Plectidae,,,,553.03,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0003,ogf-0001/Nem_0003\040x\1287.jpg,14.1,141.0,,Plectidae,,,,553.03,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0003,ogf-0001/Nem_0003\100x\1318.jpg,14.1,141.0,,Plectidae,,,,553.03,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0003,ogf-0001/Nem_0003\100x\1319.jpg,14.1,141.0,,Plectidae,,,,553.03,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0003,ogf-0001/Nem_0003\100x\1320.jpg,14.1,141.0,,Plectidae,,,,553.03,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0003,ogf-0001/Nem_0003\100x\1321.jpg,14.1,141.0,,Plectidae,,,,553.03,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0003,ogf-0001/Nem_0003\100x\1322.jpg,14.1,141.0,,Plectidae,,,,553.03,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0003,ogf-0001/Nem_0003\100x\1323.jpg,14.1,141.0,,Plectidae,,,,553.03,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0003,ogf-0001/Nem_0003\100x\1324.jpg,14.1,141.0,,Plectidae,,,,553.03,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0003,ogf-0001/Nem_0003\100x\1325.jpg,14.1,141.0,,Plectidae,,,,553.03,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0003,ogf-0001/Nem_0003\100x\1326.jpg,14.1,141.0,,Plectidae,,,,553.03,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0003,ogf-0001/Nem_0003\100x\1327.jpg,14.1,141.0,,Plectidae,,,,553.03,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0001/Metadata.ods,,,Nem_0003,ogf-0001/Nem_0003\100x\1328.jpg,14.1,141.0,,Plectidae,,,,553.03,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0001,ogf-0002/Nem_0001\010x\2278.jpg,11.5,138.5,,Dorylaimidae,,,,2387.99,1153.48,0.483033848550455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0001,ogf-0002/Nem_0001\010x\2279.jpg,11.5,138.5,,Dorylaimidae,,,,2387.99,1153.48,0.483033848550455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0001,ogf-0002/Nem_0001\010x\2280.jpg,11.5,138.5,,Dorylaimidae,,,,2387.99,1153.48,0.483033848550455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0001,ogf-0002/Nem_0001\010x\2281.jpg,11.5,138.5,,Dorylaimidae,,,,2387.99,1153.48,0.483033848550455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0001,ogf-0002/Nem_0001\020x\1330.jpg,11.5,138.5,,Dorylaimidae,,,,2387.99,1153.48,0.483033848550455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0001,ogf-0002/Nem_0001\020x\1331.jpg,11.5,138.5,,Dorylaimidae,,,,2387.99,1153.48,0.483033848550455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0001,ogf-0002/Nem_0001\020x\1332.jpg,11.5,138.5,,Dorylaimidae,,,,2387.99,1153.48,0.483033848550455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0001,ogf-0002/Nem_0001\020x\1333.jpg,11.5,138.5,,Dorylaimidae,,,,2387.99,1153.48,0.483033848550455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0001,ogf-0002/Nem_0001\020x\1334.jpg,11.5,138.5,,Dorylaimidae,,,,2387.99,1153.48,0.483033848550455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0001,ogf-0002/Nem_0001\020x\ogf_0002_Nem_001_Gimp_Stitched_20x.jpg,11.5,138.5,,Dorylaimidae,,,,2387.99,1153.48,0.483033848550455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0001,ogf-0002/Nem_0001\040x\1386.jpg,11.5,138.5,,Dorylaimidae,,,,2387.99,1153.48,0.483033848550455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0001,ogf-0002/Nem_0001\040x\1388.jpg,11.5,138.5,,Dorylaimidae,,,,2387.99,1153.48,0.483033848550455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0001,ogf-0002/Nem_0001\040x\1389.jpg,11.5,138.5,,Dorylaimidae,,,,2387.99,1153.48,0.483033848550455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0001,ogf-0002/Nem_0001\040x\1390.jpg,11.5,138.5,,Dorylaimidae,,,,2387.99,1153.48,0.483033848550455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0001,ogf-0002/Nem_0001\040x\1391.jpg,11.5,138.5,,Dorylaimidae,,,,2387.99,1153.48,0.483033848550455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0001,ogf-0002/Nem_0001\040x\1392.jpg,11.5,138.5,,Dorylaimidae,,,,2387.99,1153.48,0.483033848550455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0002,ogf-0002/Nem_0002\010x\2283.jpg,11.0,135.5,,Dorylaimidae,,,,1658.09,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0002,ogf-0002/Nem_0002\010x\2284.jpg,11.0,135.5,,Dorylaimidae,,,,1658.09,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0002,ogf-0002/Nem_0002\010x\2285.jpg,11.0,135.5,,Dorylaimidae,,,,1658.09,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0002,ogf-0002/Nem_0002\020x\1335.jpg,11.0,135.5,,Dorylaimidae,,,,1658.09,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0002,ogf-0002/Nem_0002\020x\1337.jpg,11.0,135.5,,Dorylaimidae,,,,1658.09,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0002,ogf-0002/Nem_0002\020x\1338.jpg,11.0,135.5,,Dorylaimidae,,,,1658.09,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0002,ogf-0002/Nem_0002\020x\ogf_0002_Nem_002_Gimp_Stitched_20x.jpg,11.0,135.5,,Dorylaimidae,,,,1658.09,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0002,ogf-0002/Nem_0002\040x\1393.jpg,11.0,135.5,,Dorylaimidae,,,,1658.09,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0002,ogf-0002/Nem_0002\040x\1394.jpg,11.0,135.5,,Dorylaimidae,,,,1658.09,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0002,ogf-0002/Nem_0002\040x\1395.jpg,11.0,135.5,,Dorylaimidae,,,,1658.09,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0002,ogf-0002/Nem_0002\040x\1396.jpg,11.0,135.5,,Dorylaimidae,,,,1658.09,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0002,ogf-0002/Nem_0002\100x\1436.jpg,11.0,135.5,,Dorylaimidae,,,,1658.09,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0002,ogf-0002/Nem_0002\100x\1445.jpg,11.0,135.5,,Dorylaimidae,,,,1658.09,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0002,ogf-0002/Nem_0002\100x\1446.jpg,11.0,135.5,,Dorylaimidae,,,,1658.09,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0002,ogf-0002/Nem_0002\100x\1447.jpg,11.0,135.5,,Dorylaimidae,,,,1658.09,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0002,ogf-0002/Nem_0002\100x\1448.jpg,11.0,135.5,,Dorylaimidae,,,,1658.09,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0002,ogf-0002/Nem_0002\100x\1449.jpg,11.0,135.5,,Dorylaimidae,,,,1658.09,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0002,ogf-0002/Nem_0002\100x\1450.jpg,11.0,135.5,,Dorylaimidae,,,,1658.09,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0002,ogf-0002/Nem_0002\100x\1451.jpg,11.0,135.5,,Dorylaimidae,,,,1658.09,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0002/Metadata.ods,,,Nem_0002,ogf-0002/Nem_0002\100x\1452.jpg,11.0,135.5,,Dorylaimidae,,,,1658.09,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
